interval,0.024
,
unit,v
0,-0.257348158
0.024,-0.461197154
0.048,-0.7940645
0.072,-0.999203679
0.096,-0.404429079
0.12,-0.187678249
0.144,-0.516675045
0.168,-0.850832575
0.192,-0.683108718
0.216,-0.315406417
0.24,0.08713084
0.264,-0.323147518
0.288,-0.894698814
0.312,-0.502483026
0.336,-0.235415039
0.36,-0.063820631
0.384,-0.05607953
0.408,-0.801805601
0.432,-1.058552121
0.456,-0.426362199
0.48,-0.079302833
0.504,-0.357982473
0.528,-0.897279182
0.552,-0.86373441
0.576,-0.511514311
0.6,-0.098655586
0.624,-0.152843294
0.648,-0.920502485
0.672,-0.517965228
0.696,-0.152843294
0.72,-0.285732196
0.744,-0.623760276
0.768,-0.808256519
0.792,-0.436683667
0.816,-0.34250027
0.84,-0.376045042
0.864,-0.715363306
0.888,-0.9114712
0.912,-0.943725788
0.936,-0.292183113
0.96,-0.298634031
0.984,-0.497322292
1.008,-0.947596339
1.032,-1.195311573
1.056,-2.587419585
1.08,-2.445499399
1.104,-1.817180027
1.128,-1.093387076
1.152,-0.777292115
1.176,-6.086397276
1.2,-5.098116704
1.224,-4.576882564
1.248,-2.60032142
1.272,-2.489365638
1.296,-4.42464091
1.32,-4.618168437
1.344,-3.21702914
1.368,-2.484204904
1.392,-2.542263162
1.416,-3.947273009
1.44,-3.744714198
1.464,-3.2828285
1.488,-1.895881222
1.512,-1.324329925
1.536,-2.871259958
1.56,-4.02468402
1.584,-3.422168319
1.608,-1.181119555
1.632,-1.5062458
1.656,-3.420878136
1.68,-3.362819877
1.704,-2.348735635
1.728,-1.904912506
1.752,-1.955229663
1.776,-3.231221159
1.8,-4.188537327
1.824,-3.072528587
1.848,-1.36303543
1.872,-1.424964239
1.896,-3.157680699
1.92,-3.92533989
1.944,-2.601611604
1.968,-1.186280289
1.992,-1.88426957
2.016,-3.490548045
2.04,-3.525383
2.064,-2.984796108
2.088,-1.679130391
2.112,-0.996623312
2.136,-2.917706565
2.16,-3.869861999
2.184,-2.508718391
2.208,-1.130802398
2.232,-1.897171405
2.256,-3.178323635
2.28,-3.26476593
2.304,-2.804170416
2.328,-1.870077551
2.352,-1.294655704
2.376,-2.863518857
2.4,-3.258315013
2.424,-2.934478951
2.448,-1.222405427
2.472,-1.663648189
2.496,-2.650638578
2.52,-3.219609507
2.544,-2.353896369
2.568,-1.397870385
2.592,-1.959100214
2.616,-3.313792904
2.64,-3.876312916
2.664,-3.0480151
2.688,-1.610750665
2.712,-1.556562957
2.736,-2.726759405
2.76,-3.666013003
2.784,-2.291967561
2.808,-1.253369831
2.832,-2.35776692
2.856,-3.33443584
2.88,-3.614405663
2.904,-2.38357059
2.928,-2.233909302
2.952,-1.485602864
2.976,-2.303579212
3,-4.383355037
3.024,-2.756433626
3.048,-1.40690167
3.072,-2.35776692
3.096,-3.0480151
3.12,-3.598923461
3.144,-2.575807934
3.168,-2.124243704
3.192,-1.481732314
3.216,-2.459691417
3.24,-4.747186788
3.264,-2.491946005
3.288,-1.753961035
3.312,-2.306159579
3.336,-2.753853259
3.36,-3.78212952
3.384,-2.181011778
3.408,-1.685581309
3.432,-2.067475629
3.456,-2.697085184
3.48,-3.71245961
3.504,-3.005439044
3.528,-2.201654715
3.552,-1.579786261
3.576,-2.573227567
