interval,0.024
,
unit,v
0,-6.79986876
0.024,-7.260464274
0.048,-5.629672312
0.072,-3.125426111
0.096,-2.040381775
0.12,-6.589568847
0.144,-7.32497345
0.168,-5.599998091
0.192,-3.142198496
0.216,-2.895773445
0.24,-5.819329289
0.264,-7.29916978
0.288,-6.419264623
0.312,-3.211868406
0.336,-2.174560861
0.36,-6.392170769
0.384,-8.34937916
0.408,-5.624511578
0.432,-2.984796108
0.456,-1.925555442
0.48,-5.837391858
0.504,-8.567420174
0.528,-6.002535348
0.552,-2.547423896
0.576,-2.494526372
0.6,-5.793525619
0.624,-8.551937972
0.648,-5.015544959
0.672,-2.089408749
0.696,-2.519039859
0.72,-6.263152418
0.744,-7.997159061
0.768,-5.191009917
0.792,-1.970711865
0.816,-2.577098117
0.84,-6.416684256
0.864,-7.469474004
0.888,-5.101987255
0.912,-1.934586727
0.936,-2.811911517
0.96,-6.780516007
0.984,-7.124995005
1.008,-5.002643124
1.032,-2.286806826
1.056,-2.817072251
1.08,-6.694073712
1.104,-6.834703715
1.128,-5.010384225
1.152,-2.859648307
1.176,-2.769335461
1.2,-6.607631416
1.224,-7.75460456
1.248,-5.525167448
1.272,-3.300891069
1.296,-2.422276095
1.32,-5.931575255
1.344,-8.722242196
1.368,-5.988343329
1.392,-3.42990942
1.416,-2.306159579
1.44,-5.508395062
1.464,-9.092524865
1.488,-6.082526726
1.512,-2.839005371
1.536,-2.064895262
1.56,-5.923834153
1.584,-8.70159926
1.608,-5.412921482
1.632,-2.331963249
1.656,-2.369378571
1.68,-6.034789936
1.704,-8.093922825
1.728,-4.511083205
1.752,-2.360347287
1.776,-2.925447666
1.8,-6.750841786
1.824,-7.55978685
1.848,-4.655583759
1.872,-2.688053899
1.896,-2.894483262
1.92,-6.159937737
1.944,-7.345616386
1.968,-5.11488909
1.992,-3.339596574
2.016,-2.297128295
2.04,-5.410341115
2.064,-6.596019764
2.088,-5.412921482
2.112,-3.584731442
2.136,-1.911363424
2.16,-4.757508256
2.184,-8.758367334
2.208,-5.832231124
2.232,-3.245413178
2.256,-2.072636363
2.28,-5.23616634
2.304,-7.70299722
2.328,-5.078763952
2.352,-2.279065725
2.376,-2.468722702
2.4,-6.192192324
2.424,-7.216598035
2.448,-4.638811373
2.472,-2.507428207
2.496,-2.588709769
2.52,-5.94447709
2.544,-7.152088859
2.568,-4.896848076
2.592,-3.122845744
2.616,-2.21455655
2.64,-5.411631298
2.664,-7.221758769
2.688,-5.407760748
2.712,-3.45571309
2.736,-1.805568376
2.76,-5.061991566
2.784,-8.724822563
2.808,-6.377978751
2.832,-3.864701265
2.856,-2.251971872
2.88,-4.956196518
2.904,-8.460334943
2.928,-5.672248368
2.952,-3.242832811
2.976,-2.351316002
3,-4.939424132
3.024,-7.669452448
3.048,-4.900718627
3.072,-3.029952531
3.096,-3.0480151
3.12,-5.771592499
3.144,-6.829542981
3.168,-4.705900916
3.192,-3.131877028
3.216,-2.490655822
3.24,-5.362604325
3.264,-6.766323988
3.288,-5.628382129
3.312,-3.713749793
3.336,-2.400342976
3.36,-4.92394193
3.384,-7.773957313
3.408,-5.708373507
3.432,-3.618276213
3.456,-1.412062404
3.48,-4.864593488
3.504,-7.927489151
3.528,-5.21036267
3.552,-3.294440151
3.576,-2.729339772
